BINCODE	NAME	IDENTIFIER	DESCRIPTION	TYPE
'35.2'	'not assigned.unknown'	'g5507.t1|pacid:27572497'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre13.g604800.t1.2|pacid:27573401'	'no original description'	T
'35.2'	'not assigned.unknown'	'g9785.t1|pacid:27569667'	'no original description'	T
'35.2'	'not assigned.unknown'	'g17152.t1|pacid:27571923'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre16.g668500.t1.3|pacid:27567516'	'no original description'	T
'35.2'	'not assigned.unknown'	'g12588.t1|pacid:27582518'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre09.g412050.t1.3|pacid:27570351'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g556800.t2.1|pacid:27582943'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre02.g091550.t1.2|pacid:27575886'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g501150.t1.2|pacid:27581744'	'no original description'	T
'35.2'	'not assigned.unknown'	'g1440.t1|pacid:27574452'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre06.g262600.t1.3|pacid:27568036'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre02.g088950.t1.2|pacid:27575240'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre02.g086000.t1.3|pacid:27575551'	'Sulfatase AslA   no original description'	T
'35.2'	'not assigned.unknown'	'g16184.t1|pacid:27567130'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre07.g346200.t1.2|pacid:27563730'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g010100.t1.2|pacid:27578175'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre06.g306100.t2.1|pacid:27567967'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre15.g638000.t1.3|pacid:27573048'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g176100.t1.2|pacid:27576931'	'no original description'	T
'35.2'	'not assigned.unknown'	'g11737.t1|pacid:27565155'	'no original description'	T
'35.2'	'not assigned.unknown'	'g14471.t2|pacid:27573648'	'no original description'	T
'35.2'	'not assigned.unknown'	'g5036.t1|pacid:27580530'	'DUS_like_FMN COG0042 Dus PRK10415    no original description'	T
'35.2'	'not assigned.unknown'	'g4580.t1|pacid:27580610'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre16.g687117.t1.2|pacid:27566839'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre17.g711600.t1.2|pacid:27571296'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre10.g444600.t1.3|pacid:27580034'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g049100.t1.3|pacid:27577990'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre16.g683000.t1.2|pacid:27566347'	'no original description'	T
'35.2'	'not assigned.unknown'	'g8907.t2|pacid:27563429'	'no original description'	T
'35.2'	'not assigned.unknown'	'g1875.t1|pacid:27575450'	'PX PX   no original description'	T
'35.2'	'not assigned.unknown'	'g4440.t1|pacid:27577096'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g177250.t1.2|pacid:27577226'	'PAP2_haloperoxidase PAP2_like_1  no original description'	T
'35.2'	'not assigned.unknown'	'g18218.t1|pacid:27567684'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre13.g587750.t1.2|pacid:27574016'	'COG6   no original description'	T
'35.2'	'not assigned.unknown'	'g5831.t1|pacid:27567794'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre02.g084350.t1.2|pacid:27574253'	'COG2119   no original description'	T
'35.2'	'not assigned.unknown'	'g7489.t1|pacid:27564043'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre10.g457194.t3.1|pacid:27579656'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g165350.t1.3|pacid:27577017'	'no original description'	T
'35.2'	'not assigned.unknown'	'g9994.t1|pacid:27570831'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g156000.t1.3|pacid:27577688'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre14.g630600.t1.3|pacid:27565806'	'no original description'	T
'35.2'	'not assigned.unknown'	'g2837.t1|pacid:27575521'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre11.g481950.t1.3|pacid:27565046'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre17.g723000.t1.3|pacid:27571786'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre10.g426000.t1.2|pacid:27579465'	'Urm1 Urm1   no original description'	T
'35.2'	'not assigned.unknown'	'cre02.g110100.t1.3|pacid:27575364'	'Mlo  no original description'	T
'35.2'	'not assigned.unknown'	'cre07.g348600.t1.3|pacid:27563995'	'CysU PRK10971 CysW ModC cysW modB ThiP PotC PotB  no original description'	T
'35.2'	'not assigned.unknown'	'g10960.t1|pacid:27579736'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre09.g409850.t1.2|pacid:27570614'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g050700.t1.3|pacid:27578185'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g200640.t1.2|pacid:27576281'	'no original description'	T
'35.2'	'not assigned.unknown'	'g12113.t1|pacid:27582289'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre17.g704650.t1.3|pacid:27571469'	'no original description'	T
'35.2'	'not assigned.unknown'	'g11550.t1|pacid:27565273'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre17.g722850.t1.3|pacid:27572146'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre17.g734125.t1.2|pacid:27571499'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre13.g589250.t1.2|pacid:27573519'	'COG1723 DUF155   no original description'	T
'35.2'	'not assigned.unknown'	'cre07.g341250.t1.2|pacid:27564190'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g548250.t1.3|pacid:27581186'	'FHA   no original description'	T
'35.2'	'not assigned.unknown'	'cre02.g079800.t1.2|pacid:27575176'	'no original description'	T
'35.2'	'not assigned.unknown'	'g16557.t2|pacid:27566235'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre13.g582050.t1.2|pacid:27573426'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre17.g742500.t1.3|pacid:27571624'	'no original description'	T
'35.2'	'not assigned.unknown'	'g1035.t1|pacid:27578590'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre07.g346450.t1.3|pacid:27563817'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre02.g085800.t1.3|pacid:27574724'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre10.g424000.t1.3|pacid:27579897'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g153950.t1.3|pacid:27576826'	'no original description'	T
'35.2'	'not assigned.unknown'	'g2639.t1|pacid:27574940'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre08.g368100.t1.3|pacid:27563180'	'no original description'	T
'35.2'	'not assigned.unknown'	'g18397.t1|pacid:27567770'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g515350.t3.1|pacid:27581271'	'ATS1  no original description'	T
'35.2'	'not assigned.unknown'	'cre15.g636058.t1.2|pacid:27573025'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre10.g439750.t1.2|pacid:27579778'	'LRR_RI  no original description'	T
'35.2'	'not assigned.unknown'	'g12542.t1|pacid:27582245'	'no original description'	T
'35.2'	'not assigned.unknown'	'g9973.t1|pacid:27570034'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g516333.t1.2|pacid:27581157'	'no original description'	T
'35.2'	'not assigned.unknown'	'g5448.t1|pacid:27572396'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre16.g685300.t1.2|pacid:27567293'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g007450.t1.3|pacid:27579039'	'no original description'	T
'35.2'	'not assigned.unknown'	'g2766.t1|pacid:27574865'	'Peptidase_M11  no original description'	T
'35.2'	'not assigned.unknown'	'g10027.t1|pacid:27569646'	'COG5036 VTC SPX VTC1     no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g545650.t1.2|pacid:27582599'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre04.g226800.t1.3|pacid:27580813'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre17.g726550.t1.3|pacid:27572243'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre14.g634250.t1.3|pacid:27565990'	'no original description'	T
'35.2'	'not assigned.unknown'	'g15297.t1|pacid:27572925'	'no original description'	T
'35.2'	'not assigned.unknown'	'g15571.t1|pacid:27566786'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre07.g315550.t1.3|pacid:27564832'	'COG1485 AFG1_ATPase   no original description'	T
'35.2'	'not assigned.unknown'	'cre14.g633150.t1.3|pacid:27565534'	'no original description'	T
'35.2'	'not assigned.unknown'	'g15840.t1|pacid:27566467'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g168650.t1.3|pacid:27576052'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre09.g415350.t1.2|pacid:27569732'	'no original description'	T
'35.2'	'not assigned.unknown'	'g13272.t2|pacid:27582580'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre10.g421200.t1.3|pacid:27579985'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre06.g289200.t1.3|pacid:27567814'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre04.g221250.t1.2|pacid:27580500'	'no original description'	T
'35.2'	'not assigned.unknown'	'g16620.t3|pacid:27567562'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre02.g114650.t1.1|pacid:27575213'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g174543.t1.2|pacid:27575960'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g183900.t1.2|pacid:27576595'	'no original description'	T
'35.2'	'not assigned.unknown'	'g18170.t1|pacid:27581061'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g520900.t1.2|pacid:27581599'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre07.g320650.t1.3|pacid:27564777'	'Mannosyl_trans2   no original description'	T
'35.2'	'not assigned.unknown'	'cre07.g356850.t1.1|pacid:27564067'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre09.g407120.t1.2|pacid:27569662'	'no original description'	T
'35.2'	'not assigned.unknown'	'g5121.t1|pacid:27572467'	'no original description'	T
'35.2'	'not assigned.unknown'	'g4600.t1|pacid:27580661'	'no original description'	T
'35.2'	'not assigned.unknown'	'g6901.t1|pacid:27568799'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre16.g650900.t1.3|pacid:27566874'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre13.g568100.t1.3|pacid:27573643'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre08.g365350.t1.2|pacid:27563520'	'no original description'	T
'35.2'	'not assigned.unknown'	'g2692.t1|pacid:27574390'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre02.g091750.t3.1|pacid:27574299'	'no original description'	T
'35.2'	'not assigned.unknown'	'g8508.t1|pacid:27562791'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre06.g291050.t2.1|pacid:27568821'	'no original description'	T
'35.2'	'not assigned.unknown'	'g13876.t1|pacid:27574015'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre02.g113150.t1.2|pacid:27575136'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre10.g426500.t1.2|pacid:27579462'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre13.g587650.t1.2|pacid:27573907'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g042150.t1.3|pacid:27578394'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre14.g620250.t2.1|pacid:27565876'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre09.g415050.t1.2|pacid:27569605'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre10.g458850.t1.2|pacid:27579479'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre02.g110000.t1.3|pacid:27575416'	'no original description'	T
'35.2'	'not assigned.unknown'	'g10953.t1|pacid:27580049'	'no original description'	T
'35.2'	'not assigned.unknown'	'g5494.t1|pacid:27572751'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g560100.t1.3|pacid:27581892'	'R_hydratase  no original description'	T
'35.2'	'not assigned.unknown'	'g16029.t1|pacid:27566806'	'ATS1     no original description'	T
'35.2'	'not assigned.unknown'	'g11623.t1|pacid:27564938'	'DUF1517 COG4371  no original description'	T
'35.2'	'not assigned.unknown'	'cre09.g390850.t1.3|pacid:27570386'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g032100.t1.3|pacid:27579072'	'WD40   no original description'	T
'35.2'	'not assigned.unknown'	'cre14.g611100.t1.2|pacid:27565566'	'no original description'	T
'35.2'	'not assigned.unknown'	'g9705.t1|pacid:27570448'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g180600.t1.3|pacid:27576958'	'PRK09419 UshA ushA 5_nucleotid_C   no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g030950.t1.1|pacid:27577826'	'CGI-121   no original description'	T
'35.2'	'not assigned.unknown'	'cre16.g688850.t1.3|pacid:27567246'	'UhpC PRK11663 glpT uhpT MFS_1   no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g052650.t1.3|pacid:27577718'	'no original description'	T
'35.2'	'not assigned.unknown'	'g2905.t1|pacid:27576094'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g050900.t1.3|pacid:27577838'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre10.g442150.t1.3|pacid:27579410'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g524850.t4.1|pacid:27582427'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g006100.t1.2|pacid:27579045'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g198150.t1.3|pacid:27576087'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre06.g269350.t1.2|pacid:27569387'	'GCFC  no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g051885.t1.2|pacid:27578217'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g161700.t2.1|pacid:27577222'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre02.g111200.t2.1|pacid:27575434'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre06.g253000.t1.3|pacid:27567949'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre17.g710950.t1.2|pacid:27571678'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g168750.t1.3|pacid:27576683'	'no original description'	T
'35.2'	'not assigned.unknown'	'g6467.t2|pacid:27568178'	'RT_nLTR_like RVT_1  no original description'	T
'35.2'	'not assigned.unknown'	'cre06.g278600.t1.2|pacid:27569434'	'no original description'	T
'35.2'	'not assigned.unknown'	'g11833.t1|pacid:27565249'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g170650.t1.3|pacid:27577704'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre17.g715950.t1.2|pacid:27571898'	'DUF602   no original description'	T
'35.2'	'not assigned.unknown'	'cre06.g273150.t1.2|pacid:27568405'	'no original description'	T
'35.2'	'not assigned.unknown'	'g16854.t1|pacid:27567134'	'no original description'	T
'35.2'	'not assigned.unknown'	'g13277.t1|pacid:27581486'	'RT_nLTR_like RVT_1  no original description'	T
'35.2'	'not assigned.unknown'	'cre13.g573100.t1.3|pacid:27573984'	'TlyC DUF21 CorB   no original description'	T
'35.2'	'not assigned.unknown'	'g18296.t1|pacid:27567727'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g492500.t1.3|pacid:27581949'	'no original description'	T
'35.2'	'not assigned.unknown'	'g2825.t1|pacid:27574613'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre15.g636840.t1.2|pacid:27573028'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre17.g702650.t1.1|pacid:27571915'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre13.g585000.t1.2|pacid:27573711'	'no original description'	T
'35.2'	'not assigned.unknown'	'g1255.t1|pacid:27578399'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre06.g263750.t1.2|pacid:27569097'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre06.g297950.t2.1|pacid:27568921'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre10.g441650.t1.3|pacid:27579857'	'no original description'	T
'35.2'	'not assigned.unknown'	'g4516.t1|pacid:27580619'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g166350.t1.3|pacid:27576298'	'no original description'	T
'35.2'	'not assigned.unknown'	'g13811.t1|pacid:27581651'	'no original description'	T
'35.2'	'not assigned.unknown'	'g1756.t1|pacid:27575631'	'no original description'	T
'35.2'	'not assigned.unknown'	'g15521.t1|pacid:27573043'	'no original description'	T
'35.2'	'not assigned.unknown'	'g14946.t1|pacid:27565717'	'no original description'	T
'35.2'	'not assigned.unknown'	'g15594.t1|pacid:27567610'	'no original description'	T
'35.2'	'not assigned.unknown'	'g15919.t1|pacid:27567125'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre04.g228100.t1.3|pacid:27580446'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre10.g420521.t1.2|pacid:27579365'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre07.g354900.t1.3|pacid:27564822'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre02.g119650.t1.3|pacid:27575041'	'no original description'	T
'35.2'	'not assigned.unknown'	'g1887.t1|pacid:27574677'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g528250.t1.3|pacid:27582477'	'no original description'	T
'35.2'	'not assigned.unknown'	'g12074.t2|pacid:27581422'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre14.g610550.t1.3|pacid:27565616'	'BTB  no original description'	T
'35.2'	'not assigned.unknown'	'cre02.g141900.t1.2|pacid:27574561'	'no original description'	T
